state,yr,qtr,index_nsa,index_sa,Warning
DE,1991,3,99.91,99.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1991,4,101.07,100.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1992,1,100.82,100.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1992,2,99.74,99.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1992,3,99.53,99.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1992,4,100.57,99.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1993,1,98.98,98.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1993,2,99.39,99.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1993,3,99.23,98.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1993,4,98.32,97.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1994,1,96.77,96.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1994,2,99.58,99.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1994,3,99.37,98.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1994,4,99.92,99.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1995,1,99.74,99.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1995,2,99.32,99.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1995,3,100.07,99.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1995,4,99.42,99.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1996,1,99.67,99.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1996,2,99.30,99.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1996,3,100.96,100.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1996,4,100.20,100.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1997,1,100.49,100.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1997,2,100.88,100.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1997,3,102.70,101.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1997,4,100.79,100.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1998,1,103.02,102.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1998,2,103.60,103.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1998,3,106.35,105.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1998,4,105.60,105.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1999,1,107.44,107.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1999,2,109.57,109.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1999,3,112.00,111.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1999,4,112.64,112.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2000,1,114.39,114.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2000,2,116.09,116.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2000,3,119.09,118.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2000,4,121.23,121.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2001,1,123.73,123.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2001,2,125.53,125.51,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2001,3,128.30,127.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2001,4,131.39,131.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2002,1,132.94,133.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2002,2,137.03,136.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2002,3,142.34,141.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2002,4,144.56,144.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2003,1,147.20,147.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2003,2,151.53,151.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2003,3,155.57,154.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2003,4,159.70,159.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2004,1,165.01,165.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2004,2,169.79,169.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2004,3,180.30,178.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2004,4,183.82,183.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2005,1,188.67,188.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2005,2,196.62,196.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2005,3,203.11,201.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2005,4,208.16,208.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2006,1,214.04,213.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2006,2,214.69,214.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2006,3,218.70,217.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2006,4,220.73,221.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2007,1,218.15,217.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2007,2,218.45,217.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2007,3,221.48,220.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2007,4,213.84,214.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2008,1,212.63,211.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2008,2,208.22,207.51,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2008,3,202.67,202.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2008,4,197.08,197.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2009,1,200.01,198.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2009,2,203.32,202.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2009,3,192.17,192.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2009,4,188.80,188.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2010,1,189.42,188.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2010,2,185.23,184.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2010,3,182.91,182.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2010,4,185.10,185.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2011,1,179.96,179.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2011,2,173.37,172.80,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2011,3,169.81,169.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2011,4,174.71,174.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2012,1,168.84,168.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2012,2,171.90,171.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2012,3,175.93,175.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2012,4,174.87,175.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2013,1,177.98,177.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2013,2,179.57,178.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2013,3,181.51,180.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2013,4,179.48,180.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2014,1,176.42,176.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2014,2,183.47,182.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2014,3,181.81,180.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2014,4,176.80,177.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2015,1,182.59,182.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2015,2,184.20,182.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2015,3,186.92,185.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2015,4,185.98,187.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2016,1,187.50,187.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2016,2,191.11,189.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2016,3,191.81,190.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2016,4,188.76,190.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2017,1,189.93,190.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2017,2,193.78,191.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2017,3,196.19,194.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2017,4,193.21,194.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2018,1,203.80,203.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2018,2,205.41,203.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2018,3,202.90,201.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2018,4,201.00,202.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2019,1,198.71,198.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2019,2,211.21,209.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2019,3,213.78,213.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2019,4,215.41,216.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2020,1,216.62,216.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2020,2,221.46,219.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2020,3,226.71,226.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2020,4,233.95,235.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2021,1,247.16,246.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2021,2,255.43,253.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2021,3,260.92,260.80,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2021,4,268.86,270.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2022,1,284.09,282.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2022,2,296.36,293.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2022,3,286.15,286.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2022,4,303.05,304.71,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2023,1,297.93,295.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2023,2,304.68,302.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2023,3,309.61,309.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2023,4,318.26,319.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2024,1,333.31,330.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2024,2,333.44,331.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2024,3,335.00,335.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2024,4,333.87,335.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
FL,1991,1,100.00,100.00,
FL,1991,2,100.24,100.15,
FL,1991,3,100.01,99.66,
FL,1991,4,100.70,100.35,
FL,1992,1,100.99,100.98,
FL,1992,2,100.82,100.75,
FL,1992,3,102.09,101.71,
FL,1992,4,102.37,102.04,
FL,1993,1,102.31,102.29,
FL,1993,2,103.56,103.50,
FL,1993,3,104.32,103.87,
FL,1993,4,105.16,104.88,
FL,1994,1,105.64,105.60,
FL,1994,2,106.20,106.13,
FL,1994,3,107.60,107.11,
FL,1994,4,108.02,107.81,
FL,1995,1,108.40,108.32,
FL,1995,2,108.84,108.74,
FL,1995,3,110.28,109.77,
FL,1995,4,110.24,110.11,
FL,1996,1,110.76,110.63,
FL,1996,2,111.58,111.42,
FL,1996,3,112.44,111.95,
FL,1996,4,112.30,112.24,
FL,1997,1,113.36,113.18,
FL,1997,2,113.87,113.66,
FL,1997,3,114.52,114.06,
FL,1997,4,115.53,115.51,
FL,1998,1,117.16,116.95,
FL,1998,2,118.41,118.13,
FL,1998,3,119.84,119.42,
FL,1998,4,120.75,120.71,
FL,1999,1,122.55,122.35,
FL,1999,2,124.67,124.33,
FL,1999,3,126.30,125.88,
FL,1999,4,128.08,128.00,
FL,2000,1,130.59,130.45,
FL,2000,2,133.11,132.73,
FL,2000,3,135.99,135.54,
FL,2000,4,138.92,138.76,
FL,2001,1,142.27,142.22,
FL,2001,2,146.41,145.97,
FL,2001,3,150.64,150.08,
FL,2001,4,154.38,154.17,
FL,2002,1,157.88,157.94,
FL,2002,2,163.24,162.75,
FL,2002,3,167.90,167.17,
FL,2002,4,172.58,172.34,
FL,2003,1,177.82,178.02,
FL,2003,2,183.58,183.01,
FL,2003,3,189.70,188.75,
FL,2003,4,196.43,196.22,
FL,2004,1,203.74,204.05,
FL,2004,2,214.91,214.21,
FL,2004,3,226.83,225.60,
FL,2004,4,237.77,237.59,
FL,2005,1,252.35,252.77,
FL,2005,2,270.47,269.54,
FL,2005,3,288.61,286.99,
FL,2005,4,298.94,298.81,
FL,2006,1,305.94,306.50,
FL,2006,2,310.29,309.12,
FL,2006,3,310.30,308.54,
FL,2006,4,307.89,307.78,
FL,2007,1,304.94,305.58,
FL,2007,2,302.17,300.92,
FL,2007,3,288.33,286.69,
FL,2007,4,275.03,274.94,
FL,2008,1,255.04,255.73,
FL,2008,2,235.69,234.64,
FL,2008,3,217.67,216.34,
FL,2008,4,202.42,202.36,
FL,2009,1,191.87,192.56,
FL,2009,2,188.85,187.96,
FL,2009,3,186.26,184.93,
FL,2009,4,184.17,184.18,
FL,2010,1,181.64,182.48,
FL,2010,2,180.02,179.12,
FL,2010,3,176.46,175.01,
FL,2010,4,171.49,171.57,
FL,2011,1,164.22,165.12,
FL,2011,2,166.41,165.53,
FL,2011,3,169.03,167.53,
FL,2011,4,168.64,168.78,
FL,2012,1,171.00,172.00,
FL,2012,2,177.12,176.13,
FL,2012,3,181.51,179.86,
FL,2012,4,183.04,183.23,
FL,2013,1,188.18,189.27,
FL,2013,2,196.48,195.34,
FL,2013,3,202.49,200.71,
FL,2013,4,205.25,205.50,
FL,2014,1,206.51,207.61,
FL,2014,2,212.20,210.94,
FL,2014,3,216.16,214.42,
FL,2014,4,219.62,219.87,
FL,2015,1,224.50,225.54,
FL,2015,2,231.36,229.97,
FL,2015,3,236.85,235.11,
FL,2015,4,240.46,240.79,
FL,2016,1,244.99,245.89,
FL,2016,2,253.11,251.63,
FL,2016,3,260.25,258.48,
FL,2016,4,262.88,263.32,
FL,2017,1,267.70,268.41,
FL,2017,2,275.77,274.21,
FL,2017,3,280.73,278.91,
FL,2017,4,283.85,284.46,
FL,2018,1,289.73,290.26,
FL,2018,2,297.63,295.96,
FL,2018,3,302.72,300.76,
FL,2018,4,303.67,304.49,
FL,2019,1,308.93,309.46,
FL,2019,2,314.03,312.12,
FL,2019,3,318.55,316.38,
FL,2019,4,322.42,323.58,
FL,2020,1,330.83,331.49,
FL,2020,2,337.11,334.84,
FL,2020,3,347.09,344.51,
FL,2020,4,360.54,362.17,
FL,2021,1,375.64,376.63,
FL,2021,2,402.62,399.52,
FL,2021,3,431.78,428.34,
FL,2021,4,453.40,455.82,
FL,2022,1,483.80,485.34,
FL,2022,2,516.60,512.22,
FL,2022,3,523.21,518.88,
FL,2022,4,515.28,518.31,
FL,2023,1,521.54,523.45,
FL,2023,2,536.44,531.45,
FL,2023,3,549.20,544.70,
FL,2023,4,550.23,553.66,
FL,2024,1,553.89,555.89,
FL,2024,2,562.62,557.26,
FL,2024,3,557.48,553.06,
FL,2024,4,562.14,565.57,
GA,1991,1,100.00,100.00,
GA,1991,2,100.17,99.67,
GA,1991,3,100.02,99.73,
GA,1991,4,101.13,100.64,
GA,1992,1,101.70,101.71,
GA,1992,2,101.27,100.76,
GA,1992,3,103.07,102.74,
GA,1992,4,103.18,102.70,
GA,1993,1,103.28,103.30,
GA,1993,2,104.69,104.17,
GA,1993,3,105.13,104.74,
GA,1993,4,106.08,105.63,
GA,1994,1,106.48,106.51,
GA,1994,2,108.27,107.74,
GA,1994,3,109.28,108.81,
GA,1994,4,110.10,109.69,
GA,1995,1,110.54,110.56,
GA,1995,2,112.31,111.78,
GA,1995,3,113.75,113.20,
GA,1995,4,114.96,114.59,
GA,1996,1,116.05,116.04,
GA,1996,2,117.57,117.04,
GA,1996,3,118.75,118.13,
GA,1996,4,119.02,118.69,
GA,1997,1,120.53,120.48,
GA,1997,2,121.91,121.38,
GA,1997,3,123.49,122.83,
GA,1997,4,124.70,124.39,
GA,1998,1,126.34,126.26,
GA,1998,2,128.81,128.26,
GA,1998,3,130.82,130.11,
GA,1998,4,132.72,132.40,
GA,1999,1,134.98,134.89,
GA,1999,2,137.52,136.94,
GA,1999,3,140.49,139.75,
GA,1999,4,142.15,141.77,
GA,2000,1,144.04,143.94,
GA,2000,2,147.35,146.75,
GA,2000,3,149.28,148.48,
GA,2000,4,151.25,150.83,
GA,2001,1,152.91,152.83,
GA,2001,2,155.52,154.91,
GA,2001,3,157.34,156.46,
GA,2001,4,158.57,158.11,
GA,2002,1,160.42,160.41,
GA,2002,2,161.71,161.06,
GA,2002,3,163.89,162.92,
GA,2002,4,165.68,165.18,
GA,2003,1,166.98,167.07,
GA,2003,2,168.45,167.71,
GA,2003,3,170.34,169.29,
GA,2003,4,170.61,170.08,
GA,2004,1,171.47,171.76,
GA,2004,2,174.59,173.68,
GA,2004,3,177.14,175.98,
GA,2004,4,178.72,178.19,
GA,2005,1,180.08,180.67,
GA,2005,2,184.61,183.40,
GA,2005,3,187.91,186.47,
GA,2005,4,190.60,190.25,
GA,2006,1,191.79,192.67,
GA,2006,2,195.58,194.13,
GA,2006,3,196.96,195.01,
GA,2006,4,198.48,198.48,
GA,2007,1,198.02,199.26,
GA,2007,2,202.03,200.31,
GA,2007,3,200.00,197.47,
GA,2007,4,195.60,196.12,
GA,2008,1,190.48,191.85,
GA,2008,2,189.63,187.95,
GA,2008,3,185.11,182.28,
GA,2008,4,172.90,173.66,
GA,2009,1,173.42,174.95,
GA,2009,2,172.62,170.93,
GA,2009,3,175.35,172.33,
GA,2009,4,167.10,168.08,
GA,2010,1,161.73,163.28,
GA,2010,2,166.56,164.86,
GA,2010,3,159.52,156.65,
GA,2010,4,151.02,151.93,
GA,2011,1,149.07,150.68,
GA,2011,2,147.79,146.05,
GA,2011,3,148.43,145.92,
GA,2011,4,146.58,147.42,
GA,2012,1,144.53,146.09,
GA,2012,2,152.15,150.19,
GA,2012,3,156.16,153.84,
GA,2012,4,156.40,157.12,
GA,2013,1,159.45,161.21,
GA,2013,2,167.84,165.43,
GA,2013,3,170.60,168.43,
GA,2013,4,170.54,171.29,
GA,2014,1,174.99,176.77,
GA,2014,2,179.17,176.47,
GA,2014,3,180.27,178.23,
GA,2014,4,182.23,183.04,
GA,2015,1,184.13,185.84,
GA,2015,2,191.55,188.55,
GA,2015,3,193.64,191.69,
GA,2015,4,192.82,193.75,
GA,2016,1,194.85,196.37,
GA,2016,2,203.81,200.67,
GA,2016,3,205.97,204.10,
GA,2016,4,206.29,207.27,
GA,2017,1,209.16,210.51,
GA,2017,2,217.64,214.45,
GA,2017,3,219.26,217.44,
GA,2017,4,220.47,221.43,
GA,2018,1,225.72,226.85,
GA,2018,2,234.09,230.94,
GA,2018,3,237.33,235.50,
GA,2018,4,236.79,237.72,
GA,2019,1,239.66,240.50,
GA,2019,2,248.03,245.03,
GA,2019,3,249.79,248.00,
GA,2019,4,252.53,253.34,
GA,2020,1,258.99,259.69,
GA,2020,2,264.71,261.78,
GA,2020,3,272.45,270.53,
GA,2020,4,281.98,282.75,
GA,2021,1,294.24,294.97,
GA,2021,2,309.73,306.45,
GA,2021,3,327.25,324.92,
GA,2021,4,340.84,341.66,
GA,2022,1,357.90,358.91,
GA,2022,2,379.70,375.70,
GA,2022,3,378.94,376.10,
GA,2022,4,378.79,379.72,
GA,2023,1,381.98,383.23,
GA,2023,2,396.40,392.11,
GA,2023,3,404.05,400.92,
GA,2023,4,405.84,406.84,
GA,2024,1,410.83,412.42,
GA,2024,2,421.08,416.35,
GA,2024,3,423.78,420.45,
GA,2024,4,425.22,426.28,
HI,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1991,2,97.95,98.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1991,3,100.83,100.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1991,4,100.08,100.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1992,1,103.19,103.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1992,2,98.36,98.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1992,3,102.85,102.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1992,4,102.72,102.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1993,1,101.85,102.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1993,2,103.19,103.18,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1993,3,100.08,100.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1993,4,101.87,101.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1994,1,99.43,99.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1994,2,101.38,101.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1994,3,100.84,100.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1994,4,98.66,98.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1995,1,99.15,99.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1995,2,96.90,96.71,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1995,3,94.60,94.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1995,4,94.99,94.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1996,1,91.29,91.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1996,2,94.31,94.01,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1996,3,89.92,90.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1996,4,89.02,88.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1997,1,85.99,86.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1997,2,83.83,83.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1997,3,84.28,84.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1997,4,84.12,84.01,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1998,1,83.29,83.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1998,2,86.33,86.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1998,3,84.55,84.80,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1998,4,83.79,83.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1999,1,84.18,84.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1999,2,82.45,82.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1999,3,83.19,83.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1999,4,86.16,86.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2000,1,90.40,90.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2000,2,90.09,89.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2000,3,90.13,90.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2000,4,92.71,92.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2001,1,95.70,96.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2001,2,98.56,98.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2001,3,99.92,99.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2001,4,102.21,102.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2002,1,102.96,103.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2002,2,107.92,107.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2002,3,112.22,111.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2002,4,114.05,114.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2003,1,117.56,117.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2003,2,120.83,120.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2003,3,130.22,129.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2003,4,137.38,138.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2004,1,142.29,142.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2004,2,153.22,153.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2004,3,166.25,165.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2004,4,169.11,170.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2005,1,179.40,179.51,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2005,2,194.75,194.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2005,3,204.31,203.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2005,4,204.82,206.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2006,1,216.45,216.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2006,2,212.30,212.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2006,3,212.80,211.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2006,4,212.05,213.89,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2007,1,217.67,217.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2007,2,215.45,215.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2007,3,213.72,212.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2007,4,206.39,208.51,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2008,1,207.41,207.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2008,2,206.02,205.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2008,3,197.69,196.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2008,4,200.08,202.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2009,1,193.99,193.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
